mim_number,mim_name,prefix
109130,AXIAL OSTEOMALACIA,
109135,AXL RECEPTOR TYROSINE KINASE; AXL,Asterisk
109150,MACHADO-JOSEPH DISEASE; MJD,Number Sign
109160,"AZOTEMIA, FAMILIAL",Percent
109170,LEUKOCYTE-SPECIFIC TRANSCRIPT 1; LST1,Asterisk
109180,BABOON M7 VIRUS INTEGRATION SITE; BEVI,
109190,"SOLUTE CARRIER FAMILY 1 (NEUTRAL AMINO ACID TRANSPORTER), MEMBER 5; SLC1A5",Asterisk
109195,BACTERICIDAL PERMEABILITY-INCREASING PROTEIN; BPI,Asterisk
109200,"ALOPECIA, ANDROGENETIC, 1; AGA1",Percent
109270,"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1; SLC4A1",Plus
109280,"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 2; SLC4A2",Asterisk
109300,BANKI SYNDROME,
109350,GASTROESOPHAGEAL REFLUX; GER,Percent
109390,MOVED TO 301845,Caret
109400,BASAL CELL NEVUS SYNDROME; BCNS,Number Sign
109480,BASIGIN; BSG,Asterisk
109500,"BASILAR IMPRESSION, PRIMARY",Percent
109530,CD48 ANTIGEN; CD48,Asterisk
109535,CD40 ANTIGEN; CD40,Asterisk
109540,B-CELL GROWTH FACTOR; BCGF,
109543,"LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2",Percent
109545,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 17; TNFRSF17",Asterisk
109560,B-CELL LEUKEMIA/LYMPHOMA 3; BCL3,Asterisk
109565,B-CELL LYMPHOMA 6; BCL6,Asterisk
109580,B-CELL TRANSLOCATION GENE 1; BTG1,Asterisk
109600,BEETURIA,
109610,"TRANSLOCATOR PROTEIN, 18-KD; TSPO",Asterisk
109630,BETA-1-ADRENERGIC RECEPTOR; ADRB1,Plus
109635,BETA-ADRENERGIC RECEPTOR KINASE 1; ADRBK1,Asterisk
109636,BETA-ADRENERGIC RECEPTOR KINASE 2; ADRBK2,Asterisk
109640,BETA-GLYCEROL PHOSPHATASE; GPB,Asterisk
109650,BEHCET SYNDROME,Percent
109660,"BETA-AMINO ACIDS, RENAL TRANSPORT OF; AABT",Percent
109670,"BETA-ADRENERGIC STIMULATION, RESPONSE TO; BAS",
109675,"ST6 BETA-GALACTOSAMIDE ALPHA-2,6-SIALYLTRANSFERASE 1; ST6GAL1",Asterisk
109684,17-BETA-HYDROXYSTEROID DEHYDROGENASE I; HSD17B1,Asterisk
109685,17-BETA-HYDROXYSTEROID DEHYDROGENASE II; HSD17B2,Asterisk
109690,BETA-2-ADRENERGIC RECEPTOR; ADRB2,Plus
109691,BETA-3-ADRENERGIC RECEPTOR; ADRB3,Asterisk
109700,BETA-2-MICROGLOBULIN; B2M,Asterisk
109710,BETA-2-MICROGLOBULIN REGULATOR; B2MR,Asterisk
109715,3-BETA-HYDROXYSTEROID DEHYDROGENASE 1; HSD3B1,Asterisk
109720,"BILIARY CIRRHOSIS, PRIMARY, 1; PBC1",Percent
109730,AORTIC VALVE DISEASE 1; AOVD1,Number Sign
109740,"BIFID NOSE, AUTOSOMAL DOMINANT",
109750,BILIVERDIN REDUCTASE A; BLVRA,Asterisk
109760,5-HYDROXYTRYPTAMINE RECEPTOR 1A; HTR1A,Asterisk
109770,CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 1; CEACAM1,Asterisk
109780,BKM DNA,Asterisk
109800,BLADDER CANCER,Number Sign
109820,BLADDER DIVERTICULUM,
109900,BLEPHAROCHALASIS AND DOUBLE LIP,
110000,"BLEPHAROCHALASIS, SUPERIOR",
110050,BLEPHARONASOFACIAL MALFORMATION SYNDROME,
110100,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES",Number Sign
110150,"BLEPHAROPTOSIS, MYOPIA, AND ECTOPIA LENTIS",
110250,BLOOD GROUP--ABO SUPPRESSOR,
110300,ABO GLYCOSYLTRANSFERASE; ABO,Asterisk
110310,"BLOOD GROUP--ABH ANTIGEN, TYPE 2",
110350,BLOOD GROUP--AHONEN; AN,Percent
110450,"BLOOD GROUP, COLTON SYSTEM; CO",Number Sign
110500,"BLOOD GROUP, DIEGO SYSTEM; DI",Number Sign
110600,ADP-RIBOSYLTRANSFERASE 4; ART4,Asterisk
110700,"BLOOD GROUP, DUFFY SYSTEM; FY",Number Sign
110720,BLOOD GROUP--En,
110750,GLYCOPHORIN C; GYPC,Asterisk
110800,"BLOOD GROUP, I SYSTEM; Ii",Number Sign
110900,BLOOD GROUP--KELL SYSTEM; KEL,Number Sign
111000,"BLOOD GROUP, KIDD SYSTEM; JK",Number Sign
111100,FUCOSYLTRANSFERASE 3; FUT3,Plus
111130,BLOOD GROUP--LKE; LKE,Percent
111150,BLOOD GROUP--LUTHERAN INHIBITOR; INLU,Number Sign
111200,BLOOD GROUP--LUTHERAN SYSTEM; LU,Number Sign
111250,"BLOOD GROUP SYSTEM, LANDSTEINER-WIENER; LW",Number Sign
111300,"BLOOD GROUP, MN; MN",Number Sign
111360,BLOOD GROUP--NEWFOUNDLAND; NFLD,
111380,BLOOD GROUP--OK; OK,Number Sign
111400,"BLOOD GROUP, P1PK SYSTEM",Number Sign
111410,MOVED TO 111400,Caret
111500,BLOOD GROUP--PRIVATE SYSTEMS,Number Sign
111600,"BLOOD GROUP, LANGEREIS SYSTEM; LAN",Number Sign
111620,RADIN BLOOD GROUP ANTIGEN; RD,Number Sign
111680,"RHESUS BLOOD GROUP, D ANTIGEN; RHD",Asterisk
111690,MOVED TO 111700,Caret
111700,"RHESUS BLOOD GROUP, CcEe ANTIGENS; RHCE",Asterisk
111730,"BETA-1,4-N-ACETYL-GALACTOSAMINYLTRANSFERASE 2; B4GALNT2",Asterisk
111740,"BLOOD GROUP, Ss; Ss",Number Sign
111750,BLOOD GROUP--SCIANNA SYSTEM; SC,Number Sign
111800,BLOOD GROUP--STOLTZFUS SYSTEM; Sf,Percent
112000,BLOOD GROUP--Ul SYSTEM; UL,Percent
112010,BLOOD GROUP--WALDNER TYPE; WD,Number Sign
112050,BLOOD GROUP--WRIGHT ANTIGEN; WR,Number Sign
112100,YT BLOOD GROUP ANTIGEN,Number Sign
112200,BLUE RUBBER BLEB NEVUS,Percent
112203,CD80 ANTIGEN; CD80,Asterisk
112205,CD79A ANTIGEN; CD79A,Asterisk
112210,"MEMBRANE-SPANNING 4 DOMAINS, SUBFAMILY A, MEMBER 1; MS4A1",Asterisk
112240,COLE-CARPENTER SYNDROME 1; CLCRP1,Number Sign
112250,DIAPHYSEAL MEDULLARY STENOSIS WITH MALIGNANT FIBROUS HISTIOCYTOMA; DMSMFH,Number Sign
112260,"GAMMA-CARBOXYGLUTAMIC ACID PROTEIN, BONE; BGLAP",Asterisk
112261,BONE MORPHOGENETIC PROTEIN 2; BMP2,Asterisk
112262,BONE MORPHOGENETIC PROTEIN 4; BMP4,Asterisk
112263,BONE MORPHOGENETIC PROTEIN 3; BMP3,Asterisk
112264,BONE MORPHOGENETIC PROTEIN 1; BMP1,Asterisk
112265,BONE MORPHOGENETIC PROTEIN 5; BMP5,Asterisk
112266,BONE MORPHOGENETIC PROTEIN 6; BMP6,Asterisk
112267,BONE MORPHOGENETIC PROTEIN 7; BMP7,Asterisk
112270,"BONE PAIN, PERIODIC",
112300,BOOK SYNDROME,Percent
112310,BOOMERANG DYSPLASIA,Number Sign
112350,WEISMANN-NETTER SYNDROME; WNS,Percent
112370,"BRACHMANN-DE LANGE-LIKE FACIAL CHANGES WITH MICROCEPHALY, METATARSUS ADDUCTUS, AND DEVELOPMENTAL DELAY",
112410,HYPERTENSION AND BRACHYDACTYLY SYNDROME; HTNB,Number Sign
112430,LONG-THUMB BRACHYDACTYLY SYNDROME,
112440,"BRACHYDACTYLY, COMBINED B AND E TYPES",Percent
112450,"BRACHYDACTYLY, PREAXIAL, WITH HALLUX VARUS AND THUMB ABDUCTION",
112500,"BRACHYDACTYLY, TYPE A1; BDA1",Number Sign
112600,"BRACHYDACTYLY, TYPE A2; BDA2",Number Sign
112700,"BRACHYDACTYLY, TYPE A3; BDA3",Percent
112800,"BRACHYDACTYLY, TYPE A4; BDA4",Percent
112900,MOVED TO 112800,Caret
112910,OSEBOLD-REMONDINI SYNDROME,
113000,"BRACHYDACTYLY, TYPE B1; BDB1",Number Sign
113100,"BRACHYDACTYLY, TYPE C; BDC",Number Sign
113200,"BRACHYDACTYLY, TYPE D; BDD",Number Sign
113300,"BRACHYDACTYLY, TYPE E1; BDE1",Number Sign
113301,"BRACHYDACTYLY, TYPE E, WITH ATRIAL SEPTAL DEFECT, TYPE II",
113310,BRACHYDACTYLY-ECTRODACTYLY WITH FIBULAR APLASIA OR HYPOPLASIA,
113400,BRACHYDACTYLY-NYSTAGMUS-CEREBELLAR ATAXIA,
113450,BRACHYDACTYLY-DISTAL SYMPHALANGISM SYNDROME,
113470,BRACHYMESOMELIA-RENAL SYNDROME,
113475,BRACHYMETATARSUS IV,
113477,BRACHYMORPHISM-ONYCHODYSPLASIA-DYSPHALANGISM SYNDROME,
113480,BRACHYTELEPHALANGY WITH CHARACTERISTIC FACIES AND KALLMANN SYNDROME,
113500,BRACHYOLMIA TYPE 3; BCYM3,Number Sign
113503,BRADYKININ RECEPTOR B2; BDKRB2,Asterisk
113505,BRAIN-DERIVED NEUROTROPHIC FACTOR; BDNF,Asterisk
113508,"TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN, ETA ISOFORM; YWHAH",Asterisk
113510,BRAIN-SPECIFIC PROTEIN Pc-1,Asterisk
113520,BRANCHED-CHAIN AMINOTRANSFERASE 1; BCAT1,Asterisk
113530,BRANCHED-CHAIN AMINOTRANSFERASE 2; BCAT2,Asterisk
113600,BRANCHIAL CLEFT ANOMALIES,
113610,BRANCHIAL MYOCLONUS WITH SPASTIC PARAPARESIS AND CEREBELLAR ATAXIA,
113620,BRANCHIOOCULOFACIAL SYNDROME; BOFS,Number Sign
113630,MOVED TO 151410,Caret
113640,MOVED TO 151410,Caret
113650,BRANCHIOOTORENAL SYNDROME 1; BOR1,Number Sign
113660,MOVED TO 151410,Caret
113670,"HYPERTROPHY OF THE BREAST, JUVENILE; JHB",Percent
113700,"BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 1; BNAH1",Percent
113703,RIBOSOMAL PROTEIN L13; RPL13,Asterisk
113705,BREAST CANCER 1 GENE; BRCA1,Asterisk
113710,TREFOIL FACTOR 1; TFF1,Asterisk
113720,BREAST CANCER-ASSOCIATED DF3 ANTIGEN,Asterisk
113721,BREAST CANCER-RELATED REGULATOR OF TP53,
113725,"POU DOMAIN, CLASS 4, TRANSCRIPTION FACTOR 2; POU4F2",Asterisk
113730,UNCOUPLING PROTEIN 1; UCP1,Asterisk
113750,"ALBINISM, OCULOCUTANEOUS, TYPE VI; OCA6",Number Sign
113800,EPIDERMOLYTIC HYPERKERATOSIS; EHK,Number Sign
113810,DYSTONIN; DST,Asterisk
113811,"COLLAGEN, TYPE XVII, ALPHA-1; COL17A1",Asterisk
113900,"PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IA; PFHB1A",Number Sign
113950,"BUNDLE BRANCH BLOCK, FAMILIAL ISOLATED COMPLETE RIGHT",Percent
113955,"BUNGAROTOXIN, ALPHA, RECEPTOR FOR; BGTXR",Asterisk
113960,BUTYRYLESTERASE 1,
113970,BURKITT LYMPHOMA; BL,Number Sign
113995,COMPLEMENT COMPONENT 5a RECEPTOR 1; C5AR1,Asterisk
114000,CAFFEY DISEASE,Number Sign
114010,CARBAMOYL PHOSPHATE SYNTHETASE/ASPARTATE TRANSCARBAMOYLASE/DIHYDROOROTASE; CAD,Asterisk
114019,CADHERIN 15; CDH15,Asterisk
114020,CADHERIN 2; CDH2,Asterisk
114021,CADHERIN 3; CDH3,Asterisk
114025,"CATENIN, ALPHA-2; CTNNA2",Asterisk
114030,"CAFE-AU-LAIT SPOTS, MULTIPLE",
114050,CALBINDIN 1; CALB1,Asterisk
114051,CALBINDIN 2; CALB2,Asterisk
114065,"CALCIFIC AORTIC DISEASE WITH IMMUNOLOGIC ABNORMALITIES, FAMILIAL",
114070,ANNEXIN A6; ANXA6,Asterisk
114078,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II-ALPHA; CAMK2A,Asterisk
114080,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE IV; CAMK4,Asterisk
114085,S100 CALCIUM-BINDING PROTEIN A10; S100A10,Asterisk
114090,CALPASTATIN; CAST,Asterisk
114100,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, CHILDHOOD-ONSET",Percent
114105,"PROTEIN PHOSPHATASE 3, CATALYTIC SUBUNIT, ALPHA ISOFORM; PPP3CA",Asterisk
114106,"PROTEIN PHOSPHATASE 3, CATALYTIC SUBUNIT, BETA ISOFORM; PPP3CB",Asterisk
114107,"PROTEIN PHOSPHATASE 3, CATALYTIC SUBUNIT, GAMMA ISOFORM; PPP3CC",Asterisk
114110,S100 CALCIUM-BINDING PROTEIN A6; S100A6,Asterisk
114120,MOVED TO 211900,Caret
114130,"CALCITONIN/CALCITONIN-RELATED POLYPEPTIDE, ALPHA; CALCA",Asterisk
114131,CALCITONIN RECEPTOR; CALCR,Asterisk
114140,"CALLOSITIES, HEREDITARY PAINFUL",Percent
114150,CAMPTOBRACHYDACTYLY,Percent
114160,"CALCITONIN-RELATED POLYPEPTIDE, BETA; CALCB",Asterisk
114170,"CALPAIN, SMALL SUBUNIT 1; CAPNS1",Asterisk
114180,CALMODULIN 1; CALM1,Asterisk
114181,MOVED TO 114180,Caret
114182,CALMODULIN 2; CALM2,Asterisk
114183,CALMODULIN 3; CALM3,Asterisk
114184,CALMODULIN-LIKE 3; CALML3,Asterisk
114190,CALCITONIN RECEPTOR-LIKE GENE; CALCRL,Asterisk
114200,CAMPTODACTYLY 1; CAMPD1,Percent
114204,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, ALPHA-2/DELTA SUBUNIT 1; CACNA2D1",Asterisk
114205,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1C SUBUNIT; CACNA1C",Asterisk
114206,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1D SUBUNIT; CACNA1D",Asterisk
114207,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, BETA-1 SUBUNIT; CACNB1",Asterisk
114208,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1S SUBUNIT; CACNA1S",Asterisk
114209,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA-1 SUBUNIT; CACNG1",Asterisk
114210,S100 CALCIUM-BINDING PROTEIN A4; S100A4,Asterisk
114212,CALCYPHOSINE; CAPS,Asterisk
114213,CALDESMON 1; CALD1,Asterisk
114217,CALNEXIN; CANX,Asterisk
114220,CALPAIN 1; CAPN1,Asterisk
114230,CALPAIN 2; CAPN2,Asterisk
114240,CALPAIN 3; CAPN3,Asterisk
114250,CALSEQUESTRIN 1; CASQ1,Asterisk
114251,CALSEQUESTRIN 2; CASQ2,Asterisk
114260,MOVED TO 300006,Caret
114280,CAMPATH-1 ANTIGEN; CDW52,Asterisk
114290,CAMPOMELIC DYSPLASIA,Number Sign
114300,"ARTHROGRYPOSIS, DISTAL, TYPE 3; DA3",Number Sign
114350,"NUCLEOPORIN, 214-KD; NUP214",Asterisk
114400,MOVED TO 120435,Caret
114450,"CANCER, FAMILIAL, WITH IN VITRO RADIORESISTANCE",
114480,BREAST CANCER,Number Sign
114500,COLORECTAL CANCER; CRC,Number Sign
114550,HEPATOCELLULAR CARCINOMA,Number Sign
114580,"CANDIDIASIS, FAMILIAL, 1; CANDF1",Percent
114600,"CANINE TEETH, ABSENCE OF UPPER PERMANENT",Percent
114610,CANNABINOID RECEPTOR 1; CNR1,Asterisk
114620,CRANIOFACIOFRONTODIGITAL SYNDROME,
114650,CAR FACTOR DEFICIENCY,
114700,CARABELLI ANOMALY OF MAXILLARY MOLAR TEETH,
114750,CARBONIC ANHYDRASE III; CA3,Asterisk
114760,CARBONIC ANHYDRASE IV; CA4,Asterisk
114761,CARBONIC ANHYDRASE VA; CA5A,Asterisk
114770,CARBONIC ANHYDRASE VII; CA7,Asterisk
114780,CARBONIC ANHYDRASE VI; CA6,Asterisk
114800,CARBONIC ANHYDRASE I; CA1,Asterisk
114815,CARBONIC ANHYDRASE VIII; CA8,Asterisk
114830,CARBONYL REDUCTASE 1; CBR1,Asterisk
114835,CARBOXYLESTERASE 1; CES1,Asterisk
114836,MOVED TO 114835,Caret
114840,CARBOXYL-ESTER LIPASE; CEL,Asterisk
114841,MOVED TO 114840,Caret
114850,CARBOXYPEPTIDASE A1; CPA1,Asterisk
114851,"CARBOXYPEPTIDASE A3, MAST CELL; CPA3",Asterisk
114852,"CARBOXYPEPTIDASE B1, TISSUE; CPB1",Asterisk
114855,CARBOXYPEPTIDASE E; CPE,Asterisk
114860,CARBOXYPEPTIDASE M; CPM,Asterisk
114890,CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 5; CEACAM5,Asterisk
114900,"CARCINOID TUMORS, INTESTINAL",Percent
115000,CARDIAC ARRHYTHMIA,
115080,CARDIAC CONDUCTION DEFECT,Number Sign
115150,CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1,Number Sign
115195,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2; CMH2",Number Sign
115196,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3; CMH3",Number Sign
115197,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 4; CMH4",Number Sign
115198,MOVED TO 192600 AND 115197,Caret
115200,"CARDIOMYOPATHY, DILATED, 1A; CMD1A",Number Sign
115210,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1; RCM1",Number Sign
115250,"COLLAGENOMA, FAMILIAL CUTANEOUS",
115300,"HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL DOMINANT; HCVAD",Number Sign
115310,PARAGANGLIOMAS 4; PGL4,Number Sign
115400,CARPAL DISPLACEMENT,
115430,CARPAL TUNNEL SYNDROME; CTS1,Number Sign
115435,HYALURONAN AND PROTEOGLYCAN LINK PROTEIN 1; HAPLN1,Asterisk
115437,MATRILIN 1; MATN1,Asterisk
115440,"CASEIN KINASE II, ALPHA-1; CSNK2A1",Asterisk
115441,"CASEIN KINASE II, BETA; CSNK2B",Asterisk
115442,"CASEIN KINASE II, ALPHA-2; CSNK2A2",Asterisk
115450,"CASEIN, ALPHA; CSN1",Asterisk
115460,"CASEIN, BETA; CSN2",Asterisk
115470,CAT EYE SYNDROME; CES,Number Sign
115500,CATALASE; CAT,Asterisk
115501,TYROSINASE-RELATED PROTEIN 1; TYRP1,Asterisk
115645,"CATARACT, ABERRANT ORAL FRENULA, AND GROWTH RETARDATION",
115650,"CATARACT 32, MULTIPLE TYPES; CTRCT32",Percent
115660,CATARACT 7; CTRCT7,Percent
115665,"CATARACT 8, MULTIPLE TYPES; CTRCT8",Percent
115700,"CATARACT 4, MULTIPLE TYPES; CTRCT4",Number Sign
115800,CATARACT 29; CTRCT29,Percent
115900,CATARACT 42; CTRCT42,Number Sign
116100,"CATARACT 20, MULTIPLE TYPES; CTRCT20",Number Sign
116150,MOVED TO 116200 AND 107250,Caret
116200,"CATARACT 1, MULTIPLE TYPES; CTRCT1",Number Sign
116300,"CATARACT 30, MULTIPLE TYPES; CTRCT30",Number Sign
116400,CATARACT 41; CTRCT41,Number Sign
116600,"CATARACT 6, MULTIPLE TYPES; CTRCT6",Number Sign
116700,CATARACT 13 WITH ADULT i PHENOTYPE; CTRCT13,Number Sign
116790,CATECHOL-O-METHYLTRANSFERASE; COMT,Plus
116800,"CATARACT 5, MULTIPLE TYPES; CTRCT5",Number Sign
116805,"CATENIN, ALPHA-1; CTNNA1",Asterisk
116806,"CATENIN, BETA-1; CTNNB1",Asterisk
116810,CATHEPSIN B; CTSB,Asterisk
116820,CATHEPSIN H; CTSH,Asterisk
116830,CATHEPSIN G; CTSG,Asterisk
116831,GRANZYME H; GZMH,Asterisk
116840,CATHEPSIN D; CTSD,Asterisk
116845,CATHEPSIN S; CTSS,Asterisk
116850,CATATRICHY,
116860,CEREBRAL CAVERNOUS MALFORMATIONS; CCM,Number Sign
116870,CELIAC ARTERY STENOSIS FROM COMPRESSION BY MEDIAN ARCUATE LIGAMENT OF DIAPHRAGM,
116880,CATHEPSIN L; CTSL,Asterisk
116890,CATHEPSIN E; CTSE,Asterisk
116896,CUT-LIKE 1; CUTL1,Asterisk
116897,"CCAAT/ENHANCER-BINDING PROTEIN, ALPHA; CEBPA",Asterisk
116898,"CCAAT/ENHANCER-BINDING PROTEIN, DELTA; CEBPD",Asterisk
116899,CYCLIN-DEPENDENT KINASE INHIBITOR 1A; CDKN1A,Asterisk
116900,CDC28 PROTEIN KINASE 1B; CKS1B,Asterisk
116901,CDC2-ASSOCIATED PROTEIN CKS2; CKS2,Asterisk
116920,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD",Number Sign
116930,"CELL ADHESION MOLECULE, NEURAL, 1; NCAM1",Asterisk
116935,MOVED TO 602783,Caret
116940,CYCLIN-DEPENDENT KINASE 1; CDK1,Asterisk
116945,MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 2; MCM2,Asterisk
116946,CELL DIVISION CYCLE 27; CDC27,Asterisk
116947,CELL DIVISION CYCLE 25A; CDC25A,Asterisk
116948,"CELL DIVISION CYCLE 34, S. CEREVISIAE, HOMOLOG OF; CDC34",Asterisk
116949,CELL DIVISION CYCLE 25B; CDC25B,Asterisk
116950,TEMPERATURE-SENSITIVE AF8 COMPLEMENT; AF8T,
116951,CYCLIN-DEPENDENT KINASE 11A; CDK11A,Asterisk
116952,CELL DIVISION CYCLE 42; CDC42,Asterisk
116953,CYCLIN-DEPENDENT KINASE 2; CDK2,Asterisk
116954,MOVED TO 120920,Caret
116955,CCHC-TYPE ZINC FINGER NUCLEIC ACID-BINDING PROTEIN; CNBP,Asterisk
116957,RETINOBLASTOMA-LIKE 1; RBL1,Asterisk
116960,MORTALITY FACTOR 4; MORF4,Asterisk
117000,CENTRAL CORE DISEASE OF MUSCLE; CCD,Number Sign
117100,CENTRALOPATHIC EPILEPSY,Percent
117139,CENTROMERIC PROTEIN A; CENPA,Asterisk
117140,CENTROMERIC PROTEIN B; CENPB,Asterisk
117141,CENTROMERIC PROTEIN C1; CENPC1,Asterisk
117142,CENTROMERIC PROTEIN D; CENPD,Asterisk
117143,CENTROMERIC PROTEIN E; CENPE,Asterisk
117200,REMOVED FROM DATABASE,Caret
117210,SPINOCEREBELLAR ATAXIA 31; SCA31,Number Sign
117300,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2",Number Sign
117340,CEREBELLAR DEGENERATION-RELATED AUTOANTIGEN 2; CDR2,Asterisk
117350,MOVED TO 183090,Caret
117360,SPINOCEREBELLAR ATAXIA 29; SCA29,Number Sign
117400,MOVED TO 164400 AND 117210,Caret
117550,SOTOS SYNDROME 1; SOTOS1,Number Sign
117600,CEREBRAL SARCOMA,
117650,CEREBROCOSTOMANDIBULAR SYNDROME; CCMS,Number Sign
117700,CERULOPLASMIN; CP,Asterisk
117800,"APOCRINE GLAND SECRETION, VARIATION IN",Number Sign
117850,CERVICAL HYPERTRICHOSIS WITH UNDERLYING KYPHOSCOLIOSIS,
117900,CERVICAL RIB,
118000,CERVICAL VERTEBRAL BRIDGE,
118005,CERVICAL VERTEBRAL DYSPLASIA,
118100,"KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT; KFS1",Number Sign
118150,MOVED TO 107776,Caret
118190,HEAT-SHOCK 60-KD PROTEIN 1; HSPD1,Asterisk
118200,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B",Number Sign
118210,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1; CMT2A1",Number Sign
118220,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1A; CMT1A",Number Sign
118230,"CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE",
118300,CHARCOT-MARIE-TOOTH DISEASE AND DEAFNESS,Number Sign
118301,CHARCOT-MARIE-TOOTH DISEASE WITH PTOSIS AND PARKINSONISM,
118330,CHEILITIS GLANDULARIS,
118350,"CHEMODECTOMA, INTRAABDOMINAL, WITH CUTANEOUS ANGIOLIPOMAS",
118400,CHERUBISM,Number Sign
118420,CHIARI MALFORMATION TYPE I,Percent
118423,CHIMERIN 1; CHN1,Asterisk
118425,"CHLORIDE CHANNEL 1, SKELETAL MUSCLE; CLCN1",Asterisk
118430,CHLORPROPAMIDE-ALCOHOL FLUSHING; CPAF,
118440,CHOLECYSTOKININ; CCK,Asterisk
118444,CHOLECYSTOKININ A RECEPTOR; CCKAR,Asterisk
118445,CHOLECYSTOKININ B RECEPTOR; CCKBR,Asterisk
118450,ALAGILLE SYNDROME 1; ALGS1,Number Sign
118455,"CYTOCHROME P450, SUBFAMILY VIIA, POLYPEPTIDE 1; CYP7A1",Asterisk
118457,CHOLESTEROL CRYSTALLIZATION INHIBITOR; CCI,Asterisk
118470,"CHOLESTERYL ESTER TRANSFER PROTEIN, PLASMA; CETP",Asterisk
118480,MOVED TO 134634,Caret
118485,"CYTOCHROME P450, SUBFAMILY XIA, POLYPEPTIDE 1; CYP11A1",Asterisk
118490,CHOLINE ACETYLTRANSFERASE; CHAT,Asterisk
118491,"CHOLINE KINASE, ALPHA; CHKA",Asterisk
118493,"CHOLINERGIC RECEPTOR, MUSCARINIC, 2; CHRM2",Asterisk
118494,"CHOLINERGIC RECEPTOR, MUSCARINIC, 3; CHRM3",Asterisk
118495,"CHOLINERGIC RECEPTOR, MUSCARINIC, 4; CHRM4",Asterisk
118496,"CHOLINERGIC RECEPTOR, MUSCARINIC, 5; CHRM5",Asterisk
118502,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 2; CHRNA2",Asterisk
118503,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 3; CHRNA3",Asterisk
118504,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 4; CHRNA4",Asterisk
118505,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 5; CHRNA5",Asterisk
118507,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 2; CHRNB2",Asterisk
118508,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 3; CHRNB3",Asterisk
118509,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 4; CHRNB4",Asterisk
118510,"CHOLINERGIC RECEPTOR, MUSCARINIC, 1; CHRM1",Asterisk
118511,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 7; CHRNA7",Asterisk
118600,CHONDROCALCINOSIS 2; CCAL2,Number Sign
118610,CHONDROCALCINOSIS DUE TO APATITE CRYSTAL DEPOSITION,
118650,"CHONDRODYSPLASIA PUNCTATA, AUTOSOMAL DOMINANT",
118651,"CHONDRODYSPLASIA PUNCTATA, TIBIA-METACARPAL TYPE",Percent
118661,VERSICAN; VCAN,Asterisk
118670,CHONDRONECTIN,
